,bluewins,bluetotalgold,redtotalgold
3702,0,15211,16521
3703,0,13683,15715
3704,1,16887,16041
3705,1,16317,16565
3706,1,19000,14819
3707,0,16421,16300
3708,1,16341,14774
3709,1,18901,15929
3710,1,13860,16667
3711,0,15317,17059
3712,1,20111,15523
3713,1,18631,15508
3714,0,14766,15940
3715,1,15967,16811
3716,1,18117,13489
3717,1,16379,16002
3718,1,16530,17203
3719,0,15451,18831
3720,1,17553,15519
3721,1,18721,16310
3722,1,16611,15699
3723,0,15059,15404
3724,0,14715,17005
3725,0,16753,16549
3726,0,15676,18329
3727,0,17616,17260
3728,1,16727,16114
3729,1,19626,15226
3730,1,16763,16709
3731,1,15686,15560
3732,1,14502,14932
3733,0,15130,17658
3734,1,16718,16160
3735,1,16929,15795
3736,1,16407,17356
3737,1,19165,14868
3738,0,15698,17536
3739,0,15398,17513
3740,1,17201,15017
3741,1,15964,16370
3742,0,13428,19828
3743,0,15701,14875
3744,1,17917,18991
3745,1,18288,15672
3746,1,18857,17565
3747,0,17374,16812
3748,0,17620,16275
3749,0,17238,19931
3750,0,15709,17405
3751,0,17693,18077
3752,1,16343,16266
3753,1,17033,14244
3754,0,15956,15900
3755,0,14780,17348
3756,1,16709,15981
3757,1,18748,16512
3758,0,15598,16116
3759,0,15108,18194
3760,0,13679,18044
3761,1,17453,15975
3762,0,15120,20143
3763,1,17491,17258
3764,1,16798,15882
3765,1,14379,14790
3766,0,15953,17000
3767,1,17303,14192
3768,1,16114,14420
3769,1,20236,14364
3770,1,15660,15247
3771,0,17169,17261
3772,1,15649,18471
3773,1,17088,16908
3774,1,18042,16036
3775,0,15424,20009
3776,1,15459,15633
3777,1,19588,15724
3778,1,16951,16983
3779,0,15533,19261
3780,0,17653,14691
3781,0,14811,16887
3782,1,14538,15804
3783,1,20188,17453
3784,0,16021,16491
3785,1,16112,15190
3786,1,15967,16966
3787,0,13428,16949
3788,1,17501,15379
3789,1,18826,14838
3790,0,14165,16128
3791,0,18110,15503
3792,0,16731,15056
3793,0,16984,18704
3794,1,14341,16270
3795,1,17667,15206
3796,0,13704,19282
3797,0,15863,19342
3798,0,14834,18897
3799,1,19246,16385
3800,1,17091,16151
3801,0,13803,19029
3802,1,16485,16749
3803,0,14876,16063
3804,1,17594,15330
3805,0,16230,18955
3806,1,15239,15490
3807,0,16247,19270
3808,0,15223,15598
3809,0,16099,17466
3810,1,17940,14112
3811,0,15652,15846
3812,0,18161,16235
3813,0,13569,17104
3814,1,18048,16217
3815,0,17046,17236
3816,1,16647,15903
3817,1,16283,16435
3818,1,20236,14812
3819,0,15429,14386
3820,0,16239,17528
3821,1,18228,14809
3822,0,16983,17834
3823,1,16957,15473
3824,1,18962,15129
3825,0,16888,15895
3826,0,14993,18409
3827,1,16076,15933
3828,1,17007,13675
3829,0,16000,17208
3830,0,16021,16238
3831,1,17345,15924
3832,0,17976,16334
3833,0,16853,18443
3834,0,16300,16014
3835,1,16417,14487
3836,0,17466,14579
3837,1,19830,17236
3838,0,16726,15829
3839,0,17162,16384
3840,1,19535,14757
3841,1,15514,15595
3842,1,16008,15664
3843,1,16981,14498
3844,0,14722,16930
3845,1,15715,17140
3846,0,16102,16383
3847,0,14991,16991
3848,1,19379,16358
3849,1,17101,14807
3850,1,17186,14708
3851,1,15115,15205
3852,1,16127,14917
3853,1,15445,18918
3854,0,16585,17212
3855,0,15788,15117
3856,1,17400,16833
3857,0,14157,17578
3858,0,14992,15407
3859,0,17182,16236
3860,1,16426,15580
3861,1,16135,18434
3862,1,15833,14549
3863,1,18062,15613
3864,0,14318,17246
3865,1,14969,16373
3866,1,17177,13809
3867,0,16617,17602
3868,0,16908,16525
3869,1,18419,16646
3870,0,15570,17935
3871,0,15016,17204
3872,1,14402,15908
3873,0,14999,20376
3874,0,15149,17036
3875,1,15761,16600
3876,0,14714,17198
3877,1,15154,14067
3878,1,20236,13489
3879,1,17607,16891
3880,0,15141,15911
3881,1,20236,16131
3882,1,16984,15404
3883,0,13489,15834
3884,1,14653,13895
3885,0,15335,19318
3886,1,15853,17301
3887,0,15476,17675
3888,1,15211,14747
3889,0,15796,16840
3890,0,15420,15556
3891,1,20236,14574
3892,0,17633,18444
3893,1,16647,14468
3894,1,14141,16890
3895,1,16374,15549
3896,0,17125,15831
3897,0,15531,17345
3898,1,18529,15481
3899,0,14450,19087
3900,0,18185,15822
3901,0,15423,15512
3902,0,14675,16424
3903,1,18722,14476
3904,0,14421,15258
3905,1,17532,16464
3906,1,19271,14981
3907,0,18655,19597
3908,0,14164,19284
3909,0,14476,18114
3910,1,18339,17645
3911,1,17450,16895
3912,0,16381,16247
3913,1,15446,16703
3914,1,14970,16157
3915,0,14711,17336
3916,1,17219,17274
3917,1,18010,15425
3918,1,19708,14522
3919,1,16825,14333
3920,1,14755,13489
3921,1,17592,15957
3922,0,15351,18236
3923,0,17787,15427
3924,1,15031,14610
3925,1,15407,16614
3926,0,14569,15764
3927,1,16452,18795
3928,1,17437,14281
3929,1,14665,16942
3930,1,18395,15041
3931,1,16961,13489
3932,0,14011,18054
3933,1,16871,16212
3934,0,16125,19415
3935,0,13773,17433
3937,0,16258,15673
3938,1,16997,15821
3939,0,15356,18861
3940,1,18870,13961
3941,0,15639,16642
3943,0,16942,16612
3944,0,17077,16103
3946,1,19079,14708
3947,1,15815,17569
3948,0,16970,16589
3949,1,18064,15743
3950,1,17169,15595
3951,0,16413,16225
3952,1,15464,14785
3953,0,15600,16075
3954,0,13802,17078
3955,0,15033,16553
3956,1,16803,15454
3957,0,15444,15796
3958,1,17659,18646
3959,1,18720,18200
3960,0,17639,16458
3961,1,17307,14791
3962,1,15712,15646
3963,1,17616,15026
3964,0,17235,14587
3965,1,20065,17302
3966,0,15537,14513
3967,0,18359,16897
3968,1,15884,15145
3969,0,14512,17988
3970,0,15440,17934
3971,1,16296,14720
3972,0,14979,17586
3973,1,16364,15386
3974,0,14003,19948
3975,0,16459,18480
3976,0,15361,16587
3977,0,18345,15073
3978,0,18497,14888
3979,0,14642,15386
3980,0,15539,18464
3981,0,18781,16433
3982,0,16509,18506
3983,1,14820,15112
3984,0,15465,15863
3985,0,15241,16755
3986,0,15842,17056
3987,0,16388,16808
3988,1,15837,15412
3989,1,18929,14754
3990,1,17336,14470
3991,0,15802,19447
3992,0,16995,16065
3993,1,16528,13911
3994,0,17182,15906
3995,0,16017,17048
3996,1,16286,16682
3997,0,19084,16639
3998,0,14899,20376
3999,0,17290,20376
4000,0,17569,15956
4001,1,17964,14653
4002,1,15400,16655
4003,0,17761,17119
4004,1,16480,17908
4005,0,16975,15240
4006,1,16459,15674
4007,1,16636,17753
4008,0,16550,17298
4009,1,16400,16525
4010,0,14478,18091
4011,1,19058,15335
4012,1,20236,15243
4013,1,17083,16052
4014,1,17613,15143
4015,1,17731,14983
4016,1,14312,17173
4017,1,16903,14379
4018,1,17137,14946
4019,1,18870,13856
4020,1,15279,16302
4021,1,19262,17765
4022,0,15651,17205
4023,1,17682,15372
4024,0,16209,17116
4025,0,18996,15769
4026,1,20236,16772
4027,0,15485,16882
4028,0,16043,16607
4029,0,16476,17697
4030,0,15473,16566
4031,0,15157,16458
4032,0,14812,17205
4033,0,15959,15893
4034,1,16850,14856
4035,1,14940,16071
4036,0,17550,16495
4037,0,16542,15744
4038,1,17297,16163
4040,0,14712,17938
4041,1,16587,15773
4042,1,17429,18638
4043,1,15547,15291
4044,0,14957,18838
4045,1,17450,13840
4046,1,17199,14186
4047,1,16610,15257
4048,0,14795,17709
4049,0,18269,16295
4050,0,13889,16901
4051,1,15950,15980
4052,1,15235,16982
4053,1,16697,17030
4054,0,17450,16156
4055,0,15896,17669
4056,0,15943,16268
4057,0,18063,18226
4058,1,16177,18458
4059,0,14896,16139
4060,0,16959,15437
4061,1,16363,13915
4062,0,16665,20366
4063,1,15377,15543
4064,0,13977,16684
4065,1,13918,15850
4066,1,17630,17617
4067,1,15777,16398
4068,0,16043,16732
4069,1,19022,15994
4070,0,13957,16745
4071,0,14547,19914
4072,1,15649,16858
4073,1,17654,16249
4074,1,19858,16523
4075,0,13517,17217
4076,1,17791,15028
4077,1,16817,15757
4078,1,14920,16879
4079,0,17160,14547
4080,1,15436,16120
4081,1,15442,15521
4082,1,15764,17693
4083,0,16744,17359
4084,1,20236,15250
4085,1,18731,17130
4086,0,15529,17876
4087,1,15169,14584
4088,1,17075,17447
4089,1,17467,14060
4090,1,17259,14807
4091,1,17979,15472
4092,0,14269,16422
4093,1,18309,15270
4094,0,17116,16830
4095,0,15970,16306
4096,0,14626,19352
4098,0,14676,19165
4099,0,13943,19245
4101,0,15437,15589
4102,0,17083,14820
4103,0,14825,17928
4104,1,19402,13752
4105,0,15129,16459
4106,0,15053,18579
4107,0,14672,15881
4108,0,18280,16109
4109,0,15290,17677
4110,1,17329,15077
4111,1,16409,15813
4112,1,18237,18031
4113,1,17259,14113
4114,1,17816,16027
4115,0,16465,16381
4116,0,19029,18689
4117,1,17075,15544
4118,1,16689,16866
4119,1,14402,15090
4120,0,16379,14950
4121,0,14579,18182
4122,0,16455,17069
4123,0,13770,16144
4124,1,16042,17458
4125,1,14905,15995
4126,1,18733,14808
4127,0,17496,20070
4128,1,18303,15636
4129,0,15395,16816
4130,1,16540,16581
4131,0,16342,18921
4132,0,15540,16008
4133,0,14993,17877
4134,0,16022,15704
4135,1,17978,15374
4136,0,17898,16510
4137,0,13428,18625
4138,0,14364,17697
4139,1,19294,14724
4140,1,17446,16546
4141,1,17943,16450
4142,1,16656,14870
4143,1,16149,14330
4144,0,15564,15997
4145,0,15128,15988
4146,1,15551,15508
4147,1,16426,17068
4148,1,15594,16922
4149,0,15674,16296
4150,1,18444,16541
4151,1,16929,16349
4152,1,17701,15449
4153,1,17020,15334
4154,1,18395,17677
4155,1,18646,14879
4156,0,15887,18483
4157,0,14098,16609
4158,0,15521,15332
4159,1,16460,16268
4160,0,16749,20335
4161,1,17329,16448
4162,0,16582,16739
4163,0,13428,19207
4164,0,16423,17282
4165,1,17074,16125
4166,0,13449,15090
4167,1,17466,15967
4168,1,16941,14837
4169,1,18601,16662
4170,0,17003,16750
4171,1,14577,16319
4172,1,17813,16827
4173,0,15332,16774
4174,1,14627,15740
4175,0,16187,16416
4176,1,19787,15503
4177,1,18596,15218
4178,0,16233,16163
4179,0,15468,17975
4180,0,16699,16379
4181,0,15311,17079
4182,1,16580,14994
4183,1,16450,16507
4184,0,16197,19138
4185,0,15773,17948
4186,0,14815,20376
4187,1,17731,15861
4188,1,13952,16681
4189,1,18504,15662
4190,0,14777,16053
4191,0,14018,13866
4192,1,16140,15584
4193,1,16246,15496
4194,0,16122,17904
4195,0,15429,17804
4196,0,14270,15373
4197,1,16327,14081
4198,1,18225,16357
4199,1,17778,18406
4200,1,16680,15781
4201,0,16434,16006
4202,1,18721,17000
4203,0,15107,17714
4204,1,16897,13813
4205,1,17013,17954
4206,1,18047,15872
4207,0,15175,16418
4208,0,16722,17700
4209,1,15722,15043
4210,0,17077,18072
4211,0,17016,13750
4212,0,17231,16439
4213,1,17039,14007
4214,1,17596,14344
4215,0,16887,15617
4216,1,15157,15706
4217,1,20236,14049
4218,0,16388,17824
4219,1,17269,17261
4220,1,17389,16553
4221,0,17622,15545
4222,1,15736,15995
4223,1,17965,18160
4224,0,15067,18523
4225,0,13855,18898
4226,1,17561,15427
4228,0,17048,15595
4229,0,16294,15681
4230,0,16877,17649
4231,0,15222,16484
4232,0,17245,18107
4233,0,17187,18862
4234,0,15156,18153
4235,0,13977,18074
4236,0,16383,14705
4237,0,15392,16837
4238,1,15397,13881
4239,0,16142,17911
4240,1,17855,15792
4241,0,13956,17491
4242,0,15753,17717
4243,0,16272,17389
4244,1,16869,16156
4245,0,16990,18524
4246,0,17991,16641
4247,0,15143,15014
4248,1,16735,15809
4249,1,15971,15368
4250,1,17752,16240
4251,0,15023,17965
4252,1,16007,15306
4253,1,15454,17102
4254,1,17058,14499
4255,0,18374,17232
4256,0,16259,17760
4257,0,15894,15485
4258,0,15524,18276
4259,0,18956,15541
4260,1,17881,16014
4261,1,17131,15439
4262,1,17666,14468
4263,1,17538,15886
4264,1,16942,14067
4265,0,18224,15246
4266,1,16345,16211
4267,0,15865,16283
4268,0,15266,18712
4269,0,15454,14497
4270,1,17051,14693
4271,0,17705,18996
4272,0,16763,13489
4273,0,16808,17208
4274,0,15111,19300
4275,0,14998,19009
4276,0,16942,16933
4277,0,15270,17900
4278,0,14586,16080
4279,1,18232,15577
4280,1,17190,16861
4281,0,15008,13789
4282,1,20236,16261
4283,1,15787,14528
4284,0,16404,17323
4285,1,17878,15312
4286,1,18532,17104
4287,0,16901,17664
4288,0,17563,18923
4289,1,15967,16520
4290,0,16280,19559
4291,1,17142,14841
4292,0,14807,17269
4293,1,18697,18895
4294,0,17057,16817
4295,1,16487,14707
4296,1,15721,15286
4297,1,17182,15591
4298,1,16993,16056
4299,1,15710,18030
4300,1,17793,17297
4301,1,19867,13489
4302,1,18538,15706
4303,0,14624,18697
4304,1,16005,14444
4305,0,15194,17337
4306,1,20236,14862
4307,1,15983,15468
4308,0,14513,16895
4309,1,17536,14656
4310,0,15796,15072
4311,1,20236,15951
4312,1,18650,14773
4313,0,15044,17171
4314,0,15811,15650
4315,0,15612,15004
4316,0,15151,19721
4317,0,16496,16376
4318,0,16059,17132
4319,1,15120,18301
4320,1,16185,16411
4321,0,15404,18500
4322,1,17952,15829
4323,0,14776,20376
4324,0,16183,18338
4325,1,16037,16556
4326,1,18041,17255
4327,1,14820,16491
4328,0,13943,17979
4329,0,17023,18171
4330,1,15011,16410
4331,1,20067,15658
4332,1,17149,16379
4333,0,14688,16881
4334,0,16125,14889
4335,0,14197,16341
4336,1,18863,14078
4337,1,15488,15832
4338,1,18283,17378
4339,1,18538,16732
4340,1,17875,15780
4341,1,16954,14365
4342,0,15073,15818
4343,1,16038,15709
4344,0,16032,16510
4345,0,15669,15396
4346,1,18198,15485
4348,1,17316,16549
4349,0,16509,16136
4350,1,17741,15336
4351,0,16124,13938
4352,1,16395,15080
4353,1,18020,15487
4354,0,14759,16153
4355,0,14521,18934
4356,1,18341,14994
4358,0,18019,13489
4359,0,16491,16038
4360,1,20236,15926
4361,0,16249,15998
4362,0,16476,16141
4363,1,18246,14420
4364,1,16646,15727
4365,1,16568,14418
4366,1,18519,16679
4367,0,15498,17451
4368,0,14927,17362
4369,0,15120,16458
4370,1,17146,15074
4371,0,16141,17775
4372,1,17798,14678
4373,1,15945,16726
4374,0,16169,16789
4375,0,15177,16893
4376,1,18307,13489
4377,0,16473,17405
4378,1,19483,14068
4379,0,15230,19062
4380,1,16583,15743
4381,0,16840,17830
4382,1,17836,16867
4383,1,20236,15245
4384,1,19170,16108
4385,1,18229,15464
4386,1,17591,14383
4387,0,15067,16708
4388,0,13844,19005
4389,0,15699,16606
4390,1,17077,17239
4392,1,16450,14679
4393,0,16228,15876
4394,0,16803,15614
4395,0,15462,16638
4396,1,16233,14829
4398,0,15514,15265
4399,0,18466,16246
4400,0,16907,15348
4401,1,17662,15989
4402,0,14738,19523
4403,0,16225,18688
4404,1,18486,13489
4405,0,14597,18402
4406,1,16818,14544
4407,0,13714,18843
4408,1,17946,15548
4409,0,16141,15653
4410,0,17151,19640
4411,1,18483,18213
4412,1,15530,14311
4413,0,15900,16335
4414,1,17520,13489
4415,0,15933,15468
4416,0,16369,18042
4417,1,14422,16145
4418,0,13570,20148
4419,0,15706,17698
4420,1,17898,18011
4421,0,14397,17914
4422,1,17227,14645
4423,0,16080,15547
4424,0,15346,16319
4425,0,13853,17503
4426,0,14417,16347
4427,1,18676,15488
4428,0,18858,16184
4429,1,18463,15461
4430,0,15286,17222
4431,0,17088,19683
4432,0,14674,19766
4433,1,16676,17654
4434,0,16843,15246
4435,1,17640,13605
4436,0,16517,16044
4437,1,18626,13489
4438,1,20236,14520
4439,1,16595,15011
4440,0,16561,18198
4441,0,15676,18152
4442,1,16847,16342
4443,1,14837,15413
4444,0,15624,17271
4445,0,14587,16982
4446,0,15904,16971
4447,0,14103,16080
4448,1,16685,14379
4449,1,16501,16135
4450,0,15694,15127
4451,1,16544,16272
4452,0,18923,17179
4453,0,14756,16931
4455,1,15332,14973
4456,0,14026,16504
4457,0,16835,16135
4458,1,17301,16094
4459,1,16489,17081
4460,1,17212,16528
4461,0,15090,18774
4462,0,14319,15591
4463,1,16721,14933
4464,0,15089,20376
4465,1,15662,15792
4466,0,15463,18254
4467,0,16880,19005
4468,1,15216,15317
4469,1,17674,16405
4470,0,16533,16282
4471,1,15716,19162
4472,1,17631,14828
4473,0,15148,16564
4474,0,14649,17237
4475,0,16517,16926
4476,1,18026,17132
4477,0,16399,18376
4478,1,18959,16643
4479,0,13888,17108
4480,1,15188,15136
4481,0,14395,15781
4482,0,17663,15721
4483,1,18348,15237
4484,1,13428,17764
4485,1,17064,15881
4486,1,18595,13489
4487,0,15096,16011
4488,1,17743,15236
4489,1,17088,17876
4490,1,17810,13944
4491,1,13954,14890
4492,1,16300,15345
4493,0,16096,16677
4494,0,16331,19145
4495,1,16515,14548
4496,1,16860,15615
4497,1,16870,16041
4498,1,17001,16242
4499,0,14112,14286
4500,0,15300,16278
4501,1,19276,17475
4502,0,15766,17356
4503,0,15292,17097
4504,0,14321,15617
4505,0,16492,19339
4506,1,17357,16326
4507,1,17519,15566
4508,1,16139,15449
4509,0,17088,17881
4510,1,15609,14948
4511,0,18913,15673
4512,1,18054,16195
4513,1,15690,14787
4514,0,16003,15650
4515,1,18181,16661
4516,0,15628,16251
4517,1,18093,16068
4518,1,15607,15922
4519,1,15164,16756
4520,0,18090,17354
4521,1,17001,13845
4522,1,15904,14819
4523,1,18215,14543
4524,1,16177,16303
4525,0,17087,18075
4526,1,16594,16128
4527,0,15101,16544
4528,1,15787,14954
4529,1,15936,16125
4530,0,15608,15841
4531,1,17226,17419
4532,0,16972,18804
4533,1,16421,15460
4534,0,16664,15617
4535,0,14920,20376
4536,0,18227,15191
4537,1,19885,14463
4538,0,15225,18455
4539,0,15070,17762
4540,0,16425,16761
4541,1,17168,16079
4542,1,17822,18597
4543,0,14055,18386
4544,0,16213,17129
4545,0,16337,18866
4546,0,15736,15031
4547,1,16790,14976
4548,0,16091,17144
4549,0,14433,18828
4550,1,17389,14260
4551,0,14475,19141
4552,0,15373,14774
4553,0,14381,16909
4554,1,17975,16692
4555,1,17459,14530
4556,1,19056,16418
4557,0,14117,18275
4558,0,17191,17546
4559,1,18585,15424
4560,1,18271,15396
4561,1,17953,14590
4562,0,15645,15639
4563,0,14588,17162
4564,1,16152,16580
4565,1,17030,15164
4566,1,19204,17302
4567,0,14925,16300
4568,1,17561,14976
4569,0,15049,17402
4570,0,15523,15802
4571,0,14910,17827
4572,0,15787,19570
4573,0,16840,16943
4574,1,14541,15886
4575,1,16273,17388
4576,0,14531,16242
4577,1,17413,16192
4578,0,15622,18083
4580,0,16797,15974
4581,0,15735,16223
4582,1,18570,16477
4583,1,17849,14485
4584,1,19364,16008
4585,1,17047,15055
4586,0,16105,17303
4587,0,15611,18026
4588,1,18766,16501
4589,1,17590,14882
4590,0,15222,17780
4591,0,15537,15831
4592,1,19265,14573
4593,0,14746,15968
4594,1,15261,16368
4595,0,13465,16644
4596,1,20236,14745
4597,1,17527,15664
4598,0,15061,19240
4599,1,16765,17688
4600,0,15018,16928
4601,1,18205,14144
4602,1,15284,15764
4603,0,15026,17269
4604,0,15827,15384
4605,1,16463,16109
4606,1,16908,17271
4607,0,18017,15558
4608,1,15257,15473
4609,0,13643,17228
4610,1,14418,17196
4611,0,15999,18449
4612,1,15031,15361
4613,0,16129,13850
4614,0,16059,17753
4615,1,17731,17022
4616,0,15202,20376
4617,1,15786,14799
4618,1,16003,15858
4619,0,13867,17842
4620,1,15792,15109
4621,0,14415,16089
4622,1,16665,15035
4623,1,15775,16623
4624,0,16418,16201
4626,0,14349,20376
4627,0,16480,18206
4628,1,17683,16394
4629,0,16797,19998
4630,0,14616,15929
4631,1,18622,13489
4632,0,14689,20043
4633,0,17842,19791
4634,1,14756,16074
4635,1,18494,15396
4636,0,13870,16679
4637,0,14409,14517
4638,0,15543,18861
4639,0,15740,19833
4640,1,15691,16545
4641,1,15314,17205
4642,1,20030,14158
4643,1,18121,14408
4644,1,18625,15476
4645,1,18152,13889
4646,1,17350,14454
4647,1,16363,14147
4648,1,16104,15574
4649,1,15401,16130
4650,1,19331,13489
4651,0,17537,14930
4652,0,18379,16427
4653,0,14857,16583
4654,1,17520,16524
4655,0,14837,19552
4656,0,16930,16002
4657,0,16332,17846
4658,0,15807,16088
4659,1,18720,19158
4660,0,14215,14794
4661,1,19124,15545
4662,0,14352,15593
4663,1,16784,16057
4664,1,16328,17300
4665,0,15318,16404
4666,1,14896,17096
4667,1,15667,15186
4668,1,20236,17296
4669,0,16372,14866
4670,1,15993,13903
4671,0,14469,17048
4672,1,16956,15233
4673,0,16699,16140
4674,0,14868,18214
4675,0,18281,17496
4676,0,15144,15583
4677,0,14135,18551
4678,0,13808,18331
4679,0,15137,18584
4680,1,17247,15102
4681,0,16485,15908
4682,0,16867,18750
4683,0,14272,17880
4684,0,14282,18972
4685,1,16352,14647
4686,0,17862,15445
4687,0,16431,15814
4688,1,17114,14253
4689,1,19003,18500
4690,0,15451,17130
4691,0,17941,15580
4692,1,19537,14605
4693,1,16863,15553
4694,0,15315,17629
4695,1,15853,16006
